,nsites,volume,density,density_atomic,energy_per_atom,formation_energy_per_atom,is_stable,band_gap,efermi,is_gap_direct,is_magnetic,ordering,total_magnetization,total_magnetization_normalized_vol,total_magnetization_normalized_formula_units,energy_above_hull,a,b,c,alpha,beta,gamma,crystal_Cubic,crystal_Hexagonal,crystal_Monoclinic,crystal_Orthorhombic,crystal_Tetragonal,crystal_Triclinic,crystal_Trigonal,mean_at_num,std_at_num,mean_grp_num,std_grp_num,mean_mend_num,std_mend_num,mean_row_num,std_row_num,mean_atomic_radius,std_atomic_radius,mean_ionic_radius,std_ionic_radius,mean_van_der_waal_radius,std_van_der_waal_radius,mean_atomic_radius_calculated,std_atomic_radius_calculated,mean_covalent_radius,std_covalent_radius,mean_electron_affinity,std_electron_affinity,mean_electronegativity,std_electronegativity,mean_first_ionization_energy,std_first_ionization_energy,mean_dipole_polarizability,std_dipole_polarizability,mean_atomic_mass,std_atomic_mass,mean_density,std_density,mean_molar_volume,std_molar_volume,mean_boiling_point,std_boiling_point,mean_melting_point,std_melting_point,mean_thermal_conductivity,std_thermal_conductivity,mean_specific_heat,std_specific_heat
1301,40,674.1296746810573,3.5833879372455195,16.853241867026433,-4.893201819250001,-1.2453857424166663,0,3.5575,0.43182425,0,0,0,0.0,0.0,0.0,0.148073749249999,9.977056,9.977056,6.772338,90.0,90.0,90.0,0,0,0,0,1,0,0,16.0,18.601075237738275,13.2,6.11228271597445,82.4,35.234074416677956,2.6,1.2000000000000002,0.9299999999999999,0.4044749683231336,1.1540000000000001,0.1430524379379813,1.672,0.1929144888285999,0.852,0.4843717580536669,91.0,34.292856398964496,1.6120835,0.7937513893064115,2.7920000000000003,0.9550371720514338,11.339427999200002,3.2168480035451386,42.5825,61.69804879410694,36.368294000000006,45.40385020376294,1.0941847999999998,1.9304635842116682,18.163999999999998,4.1350482463932625,468.6,590.5790514401946,200.988,180.2863155538989,17.105748,33.947520225464714,1.31,1.168262984092195
1304,10,92.74378492412484,1.227173873956212,9.274378492412485,-3.103539746,-0.3585613064166665,0,4.0494,-0.4178543,0,0,0,0.0,0.0,0.0,0.0087941319999989,5.251390630181619,5.251390193173642,5.251390273442318,55.93017213209847,55.93017618860866,55.93017348789813,0,0,0,0,0,0,1,8.0,4.9396356140913875,1.6,0.4898979485566356,66.8,29.761720380381238,2.4,0.8,1.24,0.4953786430600335,0.696,0.34834465691323585,1.6219999999999999,0.26331729908990026,1.31,0.3991991983959888,116.4,42.26393261399133,0.02252944399999999,0.5437030624728654,1.4220000000000002,0.40945817857261085,8.3857715191404,2.7487076675201494,76.44392200000001,50.87864118290047,16.1726,10.13522358115498,1.1508163999999999,0.7410889385464069,13.288,1.008174588055065,1144.856,570.6955361171139,647.3399999999999,365.12258714026444,113.03609999999999,63.4653181890708,4.191,5.152714275020497
1306,20,252.1597564876359,3.131274340137358,12.607987824381794,-6.378835669999999,-3.017760657752873,0,3.6287,-0.62906205,0,1,3,20.0002517,0.0793157955836647,5.000062925,0.0296156799999973,6.7879360060128,6.7879360060128,5.571834124065432,82.68957353724997,82.68957353724997,85.85145477781927,0,0,1,0,0,0,0,17.4,9.499473669630333,7.8,5.1536394906900505,58.8,28.498421008891004,3.2,0.9797958971132712,1.23,0.36551333764994126,0.806,0.29425159302882287,1.888,0.22719154913860676,1.384,0.4825598408487802,110.8,24.019991673603887,0.49184780879999995,1.5199806394896584,1.922,1.0524143670627077,9.0233297992,4.273584139365218,74.3705,51.31090313958624,38.150507032600004,20.91106417263065,4.487110599999999,3.4491839825862343,9.254,2.401887591041679,1740.4060000000002,873.2763453477943,1012.844,632.6955405754019,21.685539999999996,31.800023716443988,1.1686,1.2140752200749343
1307,10,122.91408651380723,3.211923862837004,12.291408651380724,-6.374038946000001,-3.012963933752874,0,3.3435,-0.06789139,1,1,3,10.0000001,0.0813576408012166,5.00000005,0.0344124039999957,3.258142,4.91663,7.672981,90.0,90.0,90.0,0,0,0,1,0,0,0,17.4,9.499473669630333,7.8,5.1536394906900505,58.8,28.498421008891004,3.2,0.9797958971132712,1.23,0.36551333764994126,0.806,0.29425159302882287,1.888,0.22719154913860676,1.384,0.4825598408487802,110.8,24.019991673603887,0.49184780879999995,1.5199806394896584,1.922,1.0524143670627077,9.0233297992,4.273584139365218,74.3705,51.31090313958624,38.150507032600004,20.91106417263065,4.487110599999999,3.4491839825862343,9.254,2.401887591041679,1740.4060000000002,873.2763453477943,1012.844,632.6955405754019,21.685539999999996,31.800023716443988,1.1686,1.2140752200749343
1308,20,234.2553423689533,3.3706013579892,11.712767118447667,-6.364553785,-3.0034787727528736,0,3.047,3.63487829,1,1,3,20.0028118,0.0853889247421963,5.00070295,0.0438975649999964,5.382932,5.465607,7.962184,90.0,90.0,90.0,0,0,0,1,0,0,0,17.4,9.499473669630333,7.8,5.1536394906900505,58.8,28.498421008891004,3.2,0.9797958971132712,1.23,0.36551333764994126,0.806,0.29425159302882287,1.888,0.22719154913860676,1.384,0.4825598408487802,110.8,24.019991673603887,0.49184780879999995,1.5199806394896584,1.922,1.0524143670627077,9.0233297992,4.273584139365218,74.3705,51.31090313958624,38.150507032600004,20.91106417263065,4.487110599999999,3.4491839825862343,9.254,2.401887591041679,1740.4060000000002,873.2763453477943,1012.844,632.6955405754019,21.685539999999996,31.800023716443988,1.1686,1.2140752200749343
1309,10,161.47407489331906,2.4449168562404555,16.147407489331904,-6.321410674000001,-2.9603356617528744,0,3.8619,-2.24204624,1,1,3,9.999847,0.0619284984701512,4.9999235,0.0870406759999955,6.048613229380847,6.048613229380847,5.477723,90.0,90.0,126.3189031340703,0,0,0,1,0,0,0,17.4,9.499473669630333,7.8,5.1536394906900505,58.8,28.498421008891004,3.2,0.9797958971132712,1.23,0.36551333764994126,0.806,0.29425159302882287,1.888,0.22719154913860676,1.384,0.4825598408487802,110.8,24.019991673603887,0.49184780879999995,1.5199806394896584,1.922,1.0524143670627077,9.0233297992,4.273584139365218,74.3705,51.31090313958624,38.150507032600004,20.91106417263065,4.487110599999999,3.4491839825862343,9.254,2.401887591041679,1740.4060000000002,873.2763453477943,1012.844,632.6955405754019,21.685539999999996,31.800023716443988,1.1686,1.2140752200749343
1310,10,103.98842920962474,3.796486691386327,10.398842920962474,-6.341437138000001,-2.9803621257528747,0,4.4878,4.60624328,0,1,3,10.0000001,0.0961645461519716,5.00000005,0.0670142119999956,5.062201460092634,5.062201460092634,7.106968,90.0,90.0,145.18132384925389,0,0,0,1,0,0,0,17.4,9.499473669630333,7.8,5.1536394906900505,58.8,28.498421008891004,3.2,0.9797958971132712,1.23,0.36551333764994126,0.806,0.29425159302882287,1.888,0.22719154913860676,1.384,0.4825598408487802,110.8,24.019991673603887,0.49184780879999995,1.5199806394896584,1.922,1.0524143670627077,9.0233297992,4.273584139365218,74.3705,51.31090313958624,38.150507032600004,20.91106417263065,4.487110599999999,3.4491839825862343,9.254,2.401887591041679,1740.4060000000002,873.2763453477943,1012.844,632.6955405754019,21.685539999999996,31.800023716443988,1.1686,1.2140752200749343
1311,20,253.7839876421476,3.111234016144397,12.68919938210738,-6.332934342500001,-2.971859330252874,0,3.5585,-0.26494973,0,1,3,20.0004577,0.0788089819449207,5.000114425,0.0755170074999957,6.410968118642457,6.410968118642457,6.479826,90.0,90.0,107.65237870842442,0,0,0,1,0,0,0,17.4,9.499473669630333,7.8,5.1536394906900505,58.8,28.498421008891004,3.2,0.9797958971132712,1.23,0.36551333764994126,0.806,0.29425159302882287,1.888,0.22719154913860676,1.384,0.4825598408487802,110.8,24.019991673603887,0.49184780879999995,1.5199806394896584,1.922,1.0524143670627077,9.0233297992,4.273584139365218,74.3705,51.31090313958624,38.150507032600004,20.91106417263065,4.487110599999999,3.4491839825862343,9.254,2.401887591041679,1740.4060000000002,873.2763453477943,1012.844,632.6955405754019,21.685539999999996,31.800023716443988,1.1686,1.2140752200749343
1312,30,356.5187030651735,3.3220474900050867,11.883956768839116,-6.376203399,-3.015128386752873,0,3.8917,-0.45695881,1,1,3,30.0,0.0841470580423261,5.0,0.032247950999996,5.93759738905401,5.93759738905401,11.67697,90.0,90.0,119.99999319255596,0,0,0,0,0,0,1,17.4,9.499473669630333,7.8,5.1536394906900505,58.8,28.498421008891004,3.2,0.9797958971132712,1.23,0.36551333764994126,0.806,0.29425159302882287,1.888,0.22719154913860676,1.384,0.4825598408487802,110.8,24.019991673603887,0.49184780879999995,1.5199806394896584,1.922,1.0524143670627077,9.0233297992,4.273584139365218,74.3705,51.31090313958624,38.150507032600004,20.91106417263065,4.487110599999999,3.4491839825862343,9.254,2.401887591041679,1740.4060000000002,873.2763453477943,1012.844,632.6955405754019,21.685539999999996,31.800023716443988,1.1686,1.2140752200749343
1313,10,118.32417853187748,3.336517459499199,11.832417853187748,-6.368059022,-3.006984009752874,0,3.7869,-0.15908149,0,1,3,9.9995206,0.0845095290250086,4.9997603,0.0403923279999967,5.662211133742454,5.662211133742454,5.662211392383809,56.61427416279993,56.61427416279993,56.61428496501741,0,0,0,0,0,0,1,17.4,9.499473669630333,7.8,5.1536394906900505,58.8,28.498421008891004,3.2,0.9797958971132712,1.23,0.36551333764994126,0.806,0.29425159302882287,1.888,0.22719154913860676,1.384,0.4825598408487802,110.8,24.019991673603887,0.49184780879999995,1.5199806394896584,1.922,1.0524143670627077,9.0233297992,4.273584139365218,74.3705,51.31090313958624,38.150507032600004,20.91106417263065,4.487110599999999,3.4491839825862343,9.254,2.401887591041679,1740.4060000000002,873.2763453477943,1012.844,632.6955405754019,21.685539999999996,31.800023716443988,1.1686,1.2140752200749343
1314,10,124.314426343666,3.175743147147818,12.4314426343666,-6.374343016,-3.0132680037528745,0,3.1386000000000003,0.28821645,0,1,3,10.0192488,0.080596026500592,5.0096244,0.0341083339999963,5.829704707180715,5.829704707180715,5.829704483053321,55.15543882225112,55.15543882225112,55.15544207359848,0,0,0,0,0,0,1,17.4,9.499473669630333,7.8,5.1536394906900505,58.8,28.498421008891004,3.2,0.9797958971132712,1.23,0.36551333764994126,0.806,0.29425159302882287,1.888,0.22719154913860676,1.384,0.4825598408487802,110.8,24.019991673603887,0.49184780879999995,1.5199806394896584,1.922,1.0524143670627077,9.0233297992,4.273584139365218,74.3705,51.31090313958624,38.150507032600004,20.91106417263065,4.487110599999999,3.4491839825862343,9.254,2.401887591041679,1740.4060000000002,873.2763453477943,1012.844,632.6955405754019,21.685539999999996,31.800023716443988,1.1686,1.2140752200749343
1315,20,267.3342907015824,2.953535713779442,13.36671453507912,-6.3240310410000005,-2.962956028752875,0,3.5423,-0.59645506,0,1,3,20.0000001,0.0748127000375175,5.000000025,0.0844203089999959,5.425869776884255,5.425869776884255,10.485407,90.0,90.0,119.99999727947416,0,1,0,0,0,0,0,17.4,9.499473669630333,7.8,5.1536394906900505,58.8,28.498421008891004,3.2,0.9797958971132712,1.23,0.36551333764994126,0.806,0.29425159302882287,1.888,0.22719154913860676,1.384,0.4825598408487802,110.8,24.019991673603887,0.49184780879999995,1.5199806394896584,1.922,1.0524143670627077,9.0233297992,4.273584139365218,74.3705,51.31090313958624,38.150507032600004,20.91106417263065,4.487110599999999,3.4491839825862343,9.254,2.401887591041679,1740.4060000000002,873.2763453477943,1012.844,632.6955405754019,21.685539999999996,31.800023716443988,1.1686,1.2140752200749343
1316,10,113.94086423866416,3.4648735569142985,11.394086423866415,-6.383962293000001,-3.0228872807528746,0,3.651,0.2774901,0,1,3,9.9999775,0.08776462743914,4.99998875,0.0244890569999958,5.2024653779124765,5.2024653779124765,4.861054,90.0,90.0,119.99999208894684,0,1,0,0,0,0,0,17.4,9.499473669630333,7.8,5.1536394906900505,58.8,28.498421008891004,3.2,0.9797958971132712,1.23,0.36551333764994126,0.806,0.29425159302882287,1.888,0.22719154913860676,1.384,0.4825598408487802,110.8,24.019991673603887,0.49184780879999995,1.5199806394896584,1.922,1.0524143670627077,9.0233297992,4.273584139365218,74.3705,51.31090313958624,38.150507032600004,20.91106417263065,4.487110599999999,3.4491839825862343,9.254,2.401887591041679,1740.4060000000002,873.2763453477943,1012.844,632.6955405754019,21.685539999999996,31.800023716443988,1.1686,1.2140752200749343
1317,20,269.7844974731704,2.9267114400579723,13.48922487365852,-6.337088572000001,-2.9760135597528743,0,3.3288,-0.71049912,0,1,3,20.0005821,0.0741354017274066,5.000145525,0.0713627779999956,10.224994,3.803119,6.94525512267944,87.32303619561678,90.0,90.0,0,0,1,0,0,0,0,17.4,9.499473669630333,7.8,5.1536394906900505,58.8,28.498421008891004,3.2,0.9797958971132712,1.23,0.36551333764994126,0.806,0.29425159302882287,1.888,0.22719154913860676,1.384,0.4825598408487802,110.8,24.019991673603887,0.49184780879999995,1.5199806394896584,1.922,1.0524143670627077,9.0233297992,4.273584139365218,74.3705,51.31090313958624,38.150507032600004,20.91106417263065,4.487110599999999,3.4491839825862343,9.254,2.401887591041679,1740.4060000000002,873.2763453477943,1012.844,632.6955405754019,21.685539999999996,31.800023716443988,1.1686,1.2140752200749343
1318,20,250.2289217503159,3.15543610859212,12.511446087515797,-6.342193985500001,-2.9811189732528747,0,3.6033,-0.3186509,0,1,1,0.0,0.0,0.0,0.0662573644999957,5.412977603251006,5.412977603251006,9.861305,90.0,90.0,119.99999515078308,0,0,0,0,0,0,1,17.4,9.499473669630333,7.8,5.1536394906900505,58.8,28.498421008891004,3.2,0.9797958971132712,1.23,0.36551333764994126,0.806,0.29425159302882287,1.888,0.22719154913860676,1.384,0.4825598408487802,110.8,24.019991673603887,0.49184780879999995,1.5199806394896584,1.922,1.0524143670627077,9.0233297992,4.273584139365218,74.3705,51.31090313958624,38.150507032600004,20.91106417263065,4.487110599999999,3.4491839825862343,9.254,2.401887591041679,1740.4060000000002,873.2763453477943,1012.844,632.6955405754019,21.685539999999996,31.800023716443988,1.1686,1.2140752200749343
1319,40,521.2157011473794,3.0297681875924773,13.030392528684484,-6.33221721725,-2.971142205002874,0,3.4187000000000003,-0.50719092,1,1,3,40.0003328,0.0767442974414338,5.0000416,0.0762341327499962,10.186736,7.133177,7.881070709591749,65.52644829054923,90.0,90.0,0,0,1,0,0,0,0,17.4,9.499473669630333,7.8,5.1536394906900505,58.8,28.498421008891004,3.2,0.9797958971132712,1.23,0.36551333764994126,0.806,0.29425159302882287,1.888,0.22719154913860676,1.384,0.4825598408487802,110.8,24.019991673603887,0.49184780879999995,1.5199806394896584,1.922,1.0524143670627077,9.0233297992,4.273584139365218,74.3705,51.31090313958624,38.150507032600004,20.91106417263065,4.487110599999999,3.4491839825862343,9.254,2.401887591041679,1740.4060000000002,873.2763453477943,1012.844,632.6955405754019,21.685539999999996,31.800023716443988,1.1686,1.2140752200749343
1320,10,116.86376712032371,3.378212916463923,11.686376712032372,-6.306377044,-2.945302031752874,0,3.4463,0.3930891,0,1,3,10.0,0.0855697214492832,5.0,0.1020743059999969,5.1768980832990135,5.1768980832990135,7.718202,90.0,90.0,145.59987110857605,0,0,0,1,0,0,0,17.4,9.499473669630333,7.8,5.1536394906900505,58.8,28.498421008891004,3.2,0.9797958971132712,1.23,0.36551333764994126,0.806,0.29425159302882287,1.888,0.22719154913860676,1.384,0.4825598408487802,110.8,24.019991673603887,0.49184780879999995,1.5199806394896584,1.922,1.0524143670627077,9.0233297992,4.273584139365218,74.3705,51.31090313958624,38.150507032600004,20.91106417263065,4.487110599999999,3.4491839825862343,9.254,2.401887591041679,1740.4060000000002,873.2763453477943,1012.844,632.6955405754019,21.685539999999996,31.800023716443988,1.1686,1.2140752200749343
1321,30,356.56221986689513,3.321642049176313,11.885407328896504,-6.376579277333334,-3.015504265086207,0,4.8057,-0.51879588,1,1,3,29.9972445,0.0841290603115439,4.99954075,0.0318720726666628,5.936964,5.938230032936919,11.676970495100518,89.97098301801181,90.08854694367062,119.98774516806134,0,0,0,0,0,0,1,17.4,9.499473669630333,7.8,5.1536394906900505,58.8,28.498421008891004,3.2,0.9797958971132712,1.23,0.36551333764994126,0.806,0.29425159302882287,1.888,0.22719154913860676,1.384,0.4825598408487802,110.8,24.019991673603887,0.49184780879999995,1.5199806394896584,1.922,1.0524143670627077,9.0233297992,4.273584139365218,74.3705,51.31090313958624,38.150507032600004,20.91106417263065,4.487110599999999,3.4491839825862343,9.254,2.401887591041679,1740.4060000000002,873.2763453477943,1012.844,632.6955405754019,21.685539999999996,31.800023716443988,1.1686,1.2140752200749343
1322,80,934.1590796201106,3.380928975934651,11.676988495251384,-6.346211247625,-2.985136235377874,0,3.0376000000000003,0.00956509,0,1,3,79.9966914,0.0856349771096073,4.9997932125,0.0622401023749965,10.666514895061226,10.666514895061226,10.666514895061226,109.72241793376725,109.72241793376725,108.96998576488625,0,0,0,0,1,0,0,17.4,9.499473669630333,7.8,5.1536394906900505,58.8,28.498421008891004,3.2,0.9797958971132712,1.23,0.36551333764994126,0.806,0.29425159302882287,1.888,0.22719154913860676,1.384,0.4825598408487802,110.8,24.019991673603887,0.49184780879999995,1.5199806394896584,1.922,1.0524143670627077,9.0233297992,4.273584139365218,74.3705,51.31090313958624,38.150507032600004,20.91106417263065,4.487110599999999,3.4491839825862343,9.254,2.401887591041679,1740.4060000000002,873.2763453477943,1012.844,632.6955405754019,21.685539999999996,31.800023716443988,1.1686,1.2140752200749343
1324,40,490.9415900625844,3.216600064396111,12.27353975156461,-6.3306632355,-2.9695882232528747,0,3.0923,-0.22641608,1,1,3,39.9989933,0.0814740370537786,4.9998741625,0.0777881144999961,8.8594,8.8594,6.254912,90.0,90.0,90.0,0,0,0,0,1,0,0,17.4,9.499473669630333,7.8,5.1536394906900505,58.8,28.498421008891004,3.2,0.9797958971132712,1.23,0.36551333764994126,0.806,0.29425159302882287,1.888,0.22719154913860676,1.384,0.4825598408487802,110.8,24.019991673603887,0.49184780879999995,1.5199806394896584,1.922,1.0524143670627077,9.0233297992,4.273584139365218,74.3705,51.31090313958624,38.150507032600004,20.91106417263065,4.487110599999999,3.4491839825862343,9.254,2.401887591041679,1740.4060000000002,873.2763453477943,1012.844,632.6955405754019,21.685539999999996,31.800023716443988,1.1686,1.2140752200749343
1325,90,1192.9893344488517,2.978330220876692,13.255437049431684,-6.340042525111111,-2.978967512863985,0,3.2519,-0.66901696,0,1,3,90.0013408,0.0754418654057621,5.000074488888888,0.068408824888885,7.0008,8.050822176161947,21.515865928657647,82.98214645681391,82.39544830993239,88.73692165801548,0,0,0,0,0,1,0,17.4,9.499473669630333,7.8,5.1536394906900505,58.8,28.498421008891004,3.2,0.9797958971132712,1.23,0.36551333764994126,0.806,0.29425159302882287,1.888,0.22719154913860676,1.384,0.4825598408487802,110.8,24.019991673603887,0.49184780879999995,1.5199806394896584,1.922,1.0524143670627077,9.0233297992,4.273584139365218,74.3705,51.31090313958624,38.150507032600004,20.91106417263065,4.487110599999999,3.4491839825862343,9.254,2.401887591041679,1740.4060000000002,873.2763453477943,1012.844,632.6955405754019,21.685539999999996,31.800023716443988,1.1686,1.2140752200749343
1326,20,244.8696683875661,3.2244964445956352,12.243483419378304,-6.3789965685,-3.017921556252874,0,3.6288,-0.14208426,0,1,3,20.0034563,0.0816902168068429,5.000864075,0.0294547814999965,5.048173,5.385453,9.006966,90.0,90.0,90.0,0,0,0,1,0,0,0,17.4,9.499473669630333,7.8,5.1536394906900505,58.8,28.498421008891004,3.2,0.9797958971132712,1.23,0.36551333764994126,0.806,0.29425159302882287,1.888,0.22719154913860676,1.384,0.4825598408487802,110.8,24.019991673603887,0.49184780879999995,1.5199806394896584,1.922,1.0524143670627077,9.0233297992,4.273584139365218,74.3705,51.31090313958624,38.150507032600004,20.91106417263065,4.487110599999999,3.4491839825862343,9.254,2.401887591041679,1740.4060000000002,873.2763453477943,1012.844,632.6955405754019,21.685539999999996,31.800023716443988,1.1686,1.2140752200749343
1328,70,925.2028506676168,2.9869501708446182,13.217183580965957,-6.3370570950000005,-2.9759820827528736,0,3.3597,-0.65134771,0,1,3,70.000359,0.0756594718114935,5.000025642857144,0.0713942549999959,7.00626,7.999028797377841,16.639211673340778,91.27387282528156,96.8614373236644,91.53134006635096,0,0,0,0,0,1,0,17.4,9.499473669630333,7.8,5.1536394906900505,58.8,28.498421008891004,3.2,0.9797958971132712,1.23,0.36551333764994126,0.806,0.29425159302882287,1.888,0.22719154913860676,1.384,0.4825598408487802,110.8,24.019991673603887,0.49184780879999995,1.5199806394896584,1.922,1.0524143670627077,9.0233297992,4.273584139365218,74.3705,51.31090313958624,38.150507032600004,20.91106417263065,4.487110599999999,3.4491839825862343,9.254,2.401887591041679,1740.4060000000002,873.2763453477943,1012.844,632.6955405754019,21.685539999999996,31.800023716443988,1.1686,1.2140752200749343
1329,30,378.3071030561871,3.130715900096707,12.61023676853957,-6.314641766333334,-2.9535667540862067,0,2.4262,0.241203,1,1,3,29.9992905,0.0792987767283461,4.99988175,0.0938095836666628,5.328379618068142,5.328379618068142,15.385922,90.0,90.0,119.99999525776872,0,0,0,0,0,0,1,17.4,9.499473669630333,7.8,5.1536394906900505,58.8,28.498421008891004,3.2,0.9797958971132712,1.23,0.36551333764994126,0.806,0.29425159302882287,1.888,0.22719154913860676,1.384,0.4825598408487802,110.8,24.019991673603887,0.49184780879999995,1.5199806394896584,1.922,1.0524143670627077,9.0233297992,4.273584139365218,74.3705,51.31090313958624,38.150507032600004,20.91106417263065,4.487110599999999,3.4491839825862343,9.254,2.401887591041679,1740.4060000000002,873.2763453477943,1012.844,632.6955405754019,21.685539999999996,31.800023716443988,1.1686,1.2140752200749343
1330,20,251.8440722930937,3.1351993633033053,12.592203614654686,-6.3094670100000005,-2.948391997752874,0,3.595,-0.50200696,1,1,3,19.9993222,0.0794115264175246,4.99983055,0.0989843399999959,7.134825189647817,7.134825189647817,6.176130779959327,65.94312453040943,65.94312453040943,66.56361191834884,0,0,1,0,0,0,0,17.4,9.499473669630333,7.8,5.1536394906900505,58.8,28.498421008891004,3.2,0.9797958971132712,1.23,0.36551333764994126,0.806,0.29425159302882287,1.888,0.22719154913860676,1.384,0.4825598408487802,110.8,24.019991673603887,0.49184780879999995,1.5199806394896584,1.922,1.0524143670627077,9.0233297992,4.273584139365218,74.3705,51.31090313958624,38.150507032600004,20.91106417263065,4.487110599999999,3.4491839825862343,9.254,2.401887591041679,1740.4060000000002,873.2763453477943,1012.844,632.6955405754019,21.685539999999996,31.800023716443988,1.1686,1.2140752200749343
1331,30,491.78593982058464,2.408308100653744,16.392864660686154,-6.314515203333333,-2.953440191086208,0,3.1237,-1.55455819,1,1,3,29.9983387,0.0609987725776465,4.999723116666667,0.093936146666663,8.983558549602769,8.983558549602769,8.98355846449529,112.27347104794627,112.27347104794627,112.2734719278022,0,0,0,0,0,0,1,17.4,9.499473669630333,7.8,5.1536394906900505,58.8,28.498421008891004,3.2,0.9797958971132712,1.23,0.36551333764994126,0.806,0.29425159302882287,1.888,0.22719154913860676,1.384,0.4825598408487802,110.8,24.019991673603887,0.49184780879999995,1.5199806394896584,1.922,1.0524143670627077,9.0233297992,4.273584139365218,74.3705,51.31090313958624,38.150507032600004,20.91106417263065,4.487110599999999,3.4491839825862343,9.254,2.401887591041679,1740.4060000000002,873.2763453477943,1012.844,632.6955405754019,21.685539999999996,31.800023716443988,1.1686,1.2140752200749343
1332,20,243.074602220817,3.24830882326298,12.15373011104085,-6.375878756500001,-3.0148037442528746,0,2.9855,0.22825718,0,1,3,20.0151153,0.0823414503906813,5.003778825,0.0325725934999958,6.24089,6.24089,6.24089,90.0,90.0,90.0,1,0,0,0,0,0,0,17.4,9.499473669630333,7.8,5.1536394906900505,58.8,28.498421008891004,3.2,0.9797958971132712,1.23,0.36551333764994126,0.806,0.29425159302882287,1.888,0.22719154913860676,1.384,0.4825598408487802,110.8,24.019991673603887,0.49184780879999995,1.5199806394896584,1.922,1.0524143670627077,9.0233297992,4.273584139365218,74.3705,51.31090313958624,38.150507032600004,20.91106417263065,4.487110599999999,3.4491839825862343,9.254,2.401887591041679,1740.4060000000002,873.2763453477943,1012.844,632.6955405754019,21.685539999999996,31.800023716443988,1.1686,1.2140752200749343
1333,20,255.2273736483216,3.093639070991598,12.76136868241608,-6.3054804785,-2.9444054662528742,0,3.4080000000000004,-0.58468784,0,1,3,20.0011722,0.0783660933938836,5.00029305,0.1029708714999966,7.825820578007267,7.825820578007267,7.825820578007267,144.46115083454063,109.91194444056788,81.12396431025536,0,0,0,1,0,0,0,17.4,9.499473669630333,7.8,5.1536394906900505,58.8,28.498421008891004,3.2,0.9797958971132712,1.23,0.36551333764994126,0.806,0.29425159302882287,1.888,0.22719154913860676,1.384,0.4825598408487802,110.8,24.019991673603887,0.49184780879999995,1.5199806394896584,1.922,1.0524143670627077,9.0233297992,4.273584139365218,74.3705,51.31090313958624,38.150507032600004,20.91106417263065,4.487110599999999,3.4491839825862343,9.254,2.401887591041679,1740.4060000000002,873.2763453477943,1012.844,632.6955405754019,21.685539999999996,31.800023716443988,1.1686,1.2140752200749343
1334,20,240.40487802350825,3.284381671439333,12.020243901175412,-6.330681584,-2.969606571752874,0,3.383,-0.2009693,1,1,3,19.9989281,0.0831885287204712,4.999732025,0.0777697659999967,5.258998,5.414067,8.443386,90.0,90.0,90.0,0,0,0,1,0,0,0,17.4,9.499473669630333,7.8,5.1536394906900505,58.8,28.498421008891004,3.2,0.9797958971132712,1.23,0.36551333764994126,0.806,0.29425159302882287,1.888,0.22719154913860676,1.384,0.4825598408487802,110.8,24.019991673603887,0.49184780879999995,1.5199806394896584,1.922,1.0524143670627077,9.0233297992,4.273584139365218,74.3705,51.31090313958624,38.150507032600004,20.91106417263065,4.487110599999999,3.4491839825862343,9.254,2.401887591041679,1740.4060000000002,873.2763453477943,1012.844,632.6955405754019,21.685539999999996,31.800023716443988,1.1686,1.2140752200749343
1335,20,295.1345693104732,2.6753266381153806,14.75672846552366,-6.3178712595,-2.956796247252875,0,2.708,-0.45583485,0,1,3,20.0003155,0.0677667666879112,5.000078875,0.090580090499996,5.646784,5.967319,8.7587,90.0,90.0,90.0,0,0,0,1,0,0,0,17.4,9.499473669630333,7.8,5.1536394906900505,58.8,28.498421008891004,3.2,0.9797958971132712,1.23,0.36551333764994126,0.806,0.29425159302882287,1.888,0.22719154913860676,1.384,0.4825598408487802,110.8,24.019991673603887,0.49184780879999995,1.5199806394896584,1.922,1.0524143670627077,9.0233297992,4.273584139365218,74.3705,51.31090313958624,38.150507032600004,20.91106417263065,4.487110599999999,3.4491839825862343,9.254,2.401887591041679,1740.4060000000002,873.2763453477943,1012.844,632.6955405754019,21.685539999999996,31.800023716443988,1.1686,1.2140752200749343
1336,40,486.470476241664,3.2461635953947536,12.1617619060416,-6.309294973999999,-2.9482199617528737,0,3.1095,-0.0358831,0,1,2,20.0000001,0.041112464325717,2.5000000125,0.0991563759999971,7.730819,8.57623786995376,8.643438136681722,83.36270880439963,112.65779216750948,112.97876487061026,0,0,0,0,0,1,0,17.4,9.499473669630333,7.8,5.1536394906900505,58.8,28.498421008891004,3.2,0.9797958971132712,1.23,0.36551333764994126,0.806,0.29425159302882287,1.888,0.22719154913860676,1.384,0.4825598408487802,110.8,24.019991673603887,0.49184780879999995,1.5199806394896584,1.922,1.0524143670627077,9.0233297992,4.273584139365218,74.3705,51.31090313958624,38.150507032600004,20.91106417263065,4.487110599999999,3.4491839825862343,9.254,2.401887591041679,1740.4060000000002,873.2763453477943,1012.844,632.6955405754019,21.685539999999996,31.800023716443988,1.1686,1.2140752200749343
