nsites,chemsys,volume,density,density_atomic,energy_per_atom,formation_energy_per_atom,is_stable,band_gap,cbm,vbm,efermi,is_gap_direct,is_metal,is_magnetic,ordering,total_magnetization,total_magnetization_normalized_vol,total_magnetization_normalized_formula_units
40,Ce-Co-Sb,956.9801469364971,7.833731370250567,23.924503673412428,-5.759325206,-0.6678511439999987,True,0.0,,,8.27568797,False,True,True,FiM,6.4822489,0.0067736503424351046,0.8102811125
5,Ce-Co-Si,79.39754017064506,5.925122784996504,15.879508034129012,-6.527114158000001,-0.6578500220000002,True,0.0,,,9.18402747,False,True,False,NM,0.0033292,4.1930770057167026e-05,0.0033292
5,Ce-Co-Si,78.66668594117921,5.9801702424520915,15.733337188235842,-6.338877355999999,-0.4696132199999994,False,0.0,,,9.59209493,False,True,True,FM,0.6115432,0.007773852332577783,0.6115432
10,Ce-Cr-Ge,192.21455036846925,7.084524239240195,19.221455036846926,-6.3178807379999995,-0.4260645569999987,True,0.0,,,8.12534373,False,True,True,FiM,3.0485012,0.015859887787662896,1.5242506
5,Ce-Cr-O,59.618378740261385,6.687745320618523,11.923675748052277,-9.057196486,-2.9678387844999996,False,0.0,8.0133,8.0415,8.03802195,False,True,True,FM,4.0008028,0.06710687013865717,4.0008028
20,Ce-Cr-O,245.02487755512755,6.508931459065264,12.251243877756377,-9.187636586,-3.0982788844999996,False,0.0,,,7.71463871,False,True,True,FiM,9.0082449,0.03676461341348189,2.252061225
20,Ce-Cr-S,387.85072899440706,4.937417072484672,19.392536449720353,-7.272074480000001,-1.671059271499999,True,0.0,,,7.5329013,False,True,True,FM,15.9356442,0.041087054912380475,3.98391105
20,Ce-Cr-Sb,499.1599800937594,7.417031768375018,24.95799900468797,-25.195060765499996,-0.5884770974999924,False,0.0,,,7.86164121,False,True,True,FM,12.573754,0.025189827913764673,3.1434385
20,Ce-Cr-Se,446.0415230478957,6.38826749980657,22.302076152394783,-6.686768556999998,-1.471222202406247,True,0.0,,,6.00042933,False,True,True,FM,16.0008775,0.035873067132097106,4.000219375
5,Ce-Cu-O,56.30938271874032,7.421349221597679,11.261876543748064,-14.08471717,-2.1708419029999986,False,0.0,,,7.69486774,False,True,True,FM,0.5691239,0.010107088242162348,0.5691239
20,Ce-Dy-S,457.6605672097798,5.788055979804422,22.88302836048899,-19.7891434465,-2.4036576001875005,True,0.0,,,6.23273056,False,True,True,FM,4.0002259,0.008740595512495617,1.000056475
40,Ce-Er-S,907.2817040392706,5.909024710841127,22.682042600981767,-6.926495631749999,-2.3425461552499973,False,0.0,,,6.38154879,False,True,True,FM,0.0095049,1.0476239031034833e-05,0.0011881125
60,Ce-Er-S,1377.6275976004144,5.8373721804792655,22.960459960006908,-6.922909272333333,-2.3389597958333317,False,0.0,,,5.91023074,False,True,True,FM,11.3046764,0.008205901522073717,0.9420563666666667
5,Ce-Fe-Ge,93.01435651421247,7.38881174024422,18.602871302842495,-6.159665924000002,-0.5044549950000018,True,0.0,,,7.51491619,False,True,True,FM,1.9413085,0.02087106305684511,1.9413085
20,Ce-Fe-O,245.92482125636718,6.589067019537284,12.296241062818359,-8.719293432,-2.8665409824999997,False,0.6735999999999995,6.297,5.6234,5.69928209,False,False,True,FM,16.0001885,0.06506129970232008,4.000047125
5,Ce-Fe-O,60.86443995809566,6.6558368488298125,12.172887991619131,-8.422955156,-2.5702027064999995,False,0.0,,,7.57437274,False,True,True,FM,5.9202246,0.09726902283297102,5.9202246
